rank	URI	name	Linked Institution	P	P_top	PP_top
745	http://dbpedia.org/resource/Post_Graduate_Institute_of_Medical_Education_and_Research	Postgraduate Institute of Medical Education & Research	Postgraduate Institute of Medical Education & Research	1082	36	3,3%
746	http://dbpedia.org/resource/Tehran_University_of_Medical_Sciences	Tehran University of Medical Sciences	Tehran University of Medical Sciences	2292	75	3,3%
747	http://dbpedia.org/resource/Nihon_University	Nihon University	Nihon University	2002	63	3,1%
748	http://dbpedia.org/resource/Kagoshima_University	Kagoshima University	Kagoshima University	1260	39	3,1%
749	http://dbpedia.org/resource/Yamaguchi_University	Yamaguchi University	Yamaguchi University	1133	31	2,7%
750	http://dbpedia.org/resource/Ankara_University	Ankara University	Ankara University	1592	41	2,6%
2	http://dbpedia.org/resource/MIT_Sloan_School_of_Management	MIT Sloan	Massachusetts Institute of Technology	9149	2304	25,2%
3	http://dbpedia.org/resource/Berkman_Center_for_Internet_&_Society	Berkman Center	Harvard University	29693	6818	23,0%
3	http://dbpedia.org/resource/Harvard_College	Harvard College	Harvard University	29693	6818	23,0%
3	http://dbpedia.org/resource/Harvard_kennedy_school	Harvard Kennedy School	Harvard University	29693	6818	23,0%
3	http://dbpedia.org/resource/Harvard_Law_School	Harvard Law School	Harvard University	29693	6818	23,0%
3	http://dbpedia.org/resource/Harvard_Medical_School	Harvard Medical School	Harvard University	29693	6818	23,0%
3	http://dbpedia.org/resource/Harvard_School_of_Public_Health	Harvard School of Public Health	Harvard University	29693	6818	23,0%
3	http://dbpedia.org/resource/John_F._Kennedy_School_of_Government	Kennedy School of Government	Harvard University	29693	6818	23,0%
5	http://dbpedia.org/resource/Stanford_Graduate_School_of_Business	Stanford Graduate School of Business	Stanford University	13399	2993	22,3%
10	http://dbpedia.org/resource/Berkeley_Divinity_School	Yale University Divinity School	Yale University	9775	1957	20,0%
10	http://dbpedia.org/resource/Yale_School_of_Medicine	Yale University School of Medicine	Yale University	9775	1957	20,0%
17	http://dbpedia.org/resource/Perelman_School_of_Medicine_at_the_University_of_Pennsylvania	University of Pennsylvania School of Medicine	University of Pennsylvania	11603	2138	18,4%
17	http://dbpedia.org/resource/Wharton_School_of_the_University_of_Pennsylvania	Wharton Business School	University of Pennsylvania	11603	2138	18,4%
19	http://dbpedia.org/resource/Christ's_College,_Cambridge	Christ's College Cambridge	University of Cambridge	11778	2163	18,4%
19	http://dbpedia.org/resource/Churchill_College_Cambridge	Churchill College Cambridge	University of Cambridge	11778	2163	18,4%
19	http://dbpedia.org/resource/Clare_College,_Cambridge	Clare College	University of Cambridge	11778	2163	18,4%
19	http://dbpedia.org/resource/Clare_Hall,_Cambridge	Clare Hall	University of Cambridge	11778	2163	18,4%
19	http://dbpedia.org/resource/Darwin_College,_Cambridge	Darwin College	University of Cambridge	11778	2163	18,4%
19	http://dbpedia.org/resource/Downing_College,_Cambridge	Downing College	University of Cambridge	11778	2163	18,4%
19	http://dbpedia.org/resource/Emmanuel_College,_Cambridge	Emmanuel College	University of Cambridge	11778	2163	18,4%
19	http://dbpedia.org/resource/Fitzwilliam_College,_Cambridge	Fitzwilliam College Cambridge	University of Cambridge	11778	2163	18,4%
19	http://dbpedia.org/resource/Jesus_College,_Cambridge	Jesus College	University of Cambridge	11778	2163	18,4%
19	http://dbpedia.org/resource/King's_College,_Cambridge	King's College Cambridge	University of Cambridge	11778	2163	18,4%
19	http://dbpedia.org/resource/Pembroke_College,_Cambridge	Pembroke College	University of Cambridge	11778	2163	18,4%
19	http://dbpedia.org/resource/Peterhouse,_Cambridge	Peterhouse College	University of Cambridge	11778	2163	18,4%
19	http://dbpedia.org/resource/Selwyn_College,_Cambridge	Selwyn College	University of Cambridge	11778	2163	18,4%
19	http://dbpedia.org/resource/Fordham_University	St. John's College	University of Cambridge	11778	2163	18,4%
19	http://dbpedia.org/resource/Trinity_College,_Cambridge	Trinity College	University of Cambridge	11778	2163	18,4%
19	http://dbpedia.org/resource/Trinity_Hall,_University_of_Cambridge	Trinity Hall University of Cambridge	University of Cambridge	11778	2163	18,4%
24	http://dbpedia.org/resource/Wolfson_College,_Oxford	Wolfson College	University of Oxford	12100	2124	17,6%
22	http://dbpedia.org/resource/Queens%27_College,_Cambridge	Queens College	University of Cambridge	11778	2163	18,4%
23	http://dbpedia.org/resource/London_School_of_Hygiene_&_Tropical_Medicine	London School of Hygiene & Tropical Medicine	London School of Hygiene & Tropical Medicine	1592	280	17,6%
24	http://dbpedia.org/resource/All_Souls_College,_Oxford	All Souls College	University of Oxford	12100	2124	17,6%
24	http://dbpedia.org/resource/All_Souls_College,_Oxford	All Souls College Oxford	University of Oxford	12100	2124	17,6%
24	http://dbpedia.org/resource/Balliol_College,_Oxford	Balliol College	University of Oxford	12100	2124	17,6%
24	http://dbpedia.org/resource/Christ_Church,_Oxford	Christ Church Oxford University	University of Oxford	12100	2124	17,6%
24	http://dbpedia.org/resource/Churchill_College,_Cambridge	Churchill College	University of Oxford	12100	2124	17,6%
24	http://dbpedia.org/resource/Corpus_Christi_College,_Cambridge	Corpus Christi College	University of Oxford	12100	2124	17,6%
24	http://dbpedia.org/resource/Corpus_Christi_College,_Oxford	Corpus Christi College Oxford	University of Oxford	12100	2124	17,6%
24	http://dbpedia.org/resource/Exeter_College,_Oxford	Exeter College	University of Oxford	12100	2124	17,6%
24	http://dbpedia.org/resource/Exeter_College,_Oxford	Exeter College Oxford	University of Oxford	12100	2124	17,6%
24	http://dbpedia.org/resource/Green_College,_Oxford	Green College University of Oxford	University of Oxford	12100	2124	17,6%
24	http://dbpedia.org/resource/Jesus_College,_Oxford	Jesus College Oxford	University of Oxford	12100	2124	17,6%
24	http://dbpedia.org/resource/Lady_Margaret_Hall,_Oxford	Lady Margaret Hall	University of Oxford	12100	2124	17,6%
24	http://dbpedia.org/resource/Linacre_College,_Oxford	Linacre College	University of Oxford	12100	2124	17,6%
24	http://dbpedia.org/resource/Linacre_College,_Oxford	Linacre College Oxford	University of Oxford	12100	2124	17,6%
24	http://dbpedia.org/resource/Lincoln_College,_Oxford	Lincoln College Oxford	University of Oxford	12100	2124	17,6%
24	http://dbpedia.org/resource/Mansfield_College,_Oxford	Mansfield College	University of Oxford	12100	2124	17,6%
24	http://dbpedia.org/resource/New_College,_Oxford	New College Oxford	University of Oxford	12100	2124	17,6%
24	http://dbpedia.org/resource/Newnham_College,_Cambridge	Newnham College	University of Oxford	12100	2124	17,6%
24	http://dbpedia.org/resource/Nuffield_College,_Oxford	Nuffield College	University of Oxford	12100	2124	17,6%
24	http://dbpedia.org/resource/Oriel_College,_Oxford	Oriel College Oxford	University of Oxford	12100	2124	17,6%
24	http://dbpedia.org/resource/Rutgers_University	Queen's College	University of Oxford	12100	2124	17,6%
24	http://dbpedia.org/resource/The_Queen's_College,_Oxford	Queen's College Oxford	University of Oxford	12100	2124	17,6%
24	http://dbpedia.org/resource/Somerville_College,_Oxford	Somerville College	University of Oxford	12100	2124	17,6%
24	http://dbpedia.org/resource/UniversiteÊ_Sainte-Anne	St Anne's College	University of Oxford	12100	2124	17,6%
24	http://dbpedia.org/resource/St_Antony's_College,_Oxford	St Antony's College	University of Oxford	12100	2124	17,6%
24	http://dbpedia.org/resource/St_Edmund_Hall,_Oxford	St Edmund Hall	University of Oxford	12100	2124	17,6%
24	http://dbpedia.org/resource/St_Edmund_Hall,_Oxford	St Edmund Hall Oxford	University of Oxford	12100	2124	17,6%
24	http://dbpedia.org/resource/St_Hilda's_College,_Oxford	St Hilda's College Oxford	University of Oxford	12100	2124	17,6%
24	http://dbpedia.org/resource/St_Hugh's_College,_Oxford	St Hugh's College	University of Oxford	12100	2124	17,6%
24	http://dbpedia.org/resource/St_Hugh's_College,_Oxford	St Hugh's College Oxford	University of Oxford	12100	2124	17,6%
24	http://dbpedia.org/resource/St_Antony's_College,_Oxford	St. Antony's College	University of Oxford	12100	2124	17,6%
24	http://dbpedia.org/resource/St_Catherine's_College,_Oxford	St. Catherine's College Oxford	University of Oxford	12100	2124	17,6%
24	http://dbpedia.org/resource/Trinity_College,_Oxford	Trinity College Oxford	University of Oxford	12100	2124	17,6%
24	http://dbpedia.org/resource/University_College,_Oxford	University College Oxford	University of Oxford	12100	2124	17,6%
24	http://dbpedia.org/resource/Wadham_College,_Oxford	Wadham College	University of Oxford	12100	2124	17,6%
24	http://dbpedia.org/resource/Wadham_College,_Oxford	Wadham College Oxford	University of Oxford	12100	2124	17,6%
24	http://dbpedia.org/resource/Wolfson_College,_Oxford	Wolfson College Oxford	University of Oxford	12100	2124	17,6%
24	http://dbpedia.org/resource/Worcester_College,_Oxford	Worcester College Oxford University	University of Oxford	12100	2124	17,6%
24	http://dbpedia.org/resource/Wycliffe_Hall,_Oxford	Wycliffe Hall Oxford	University of Oxford	12100	2124	17,6%
24	http://dbpedia.org/resource/Magdalen_College,_Oxford	Magdalene College	University of Oxford	12100	2124	17,6%
24	http://dbpedia.org/resource/St_Catharine's_College,_Cambridge	St Catherine's College	University of Oxford	12100	2124	17,6%
26	http://dbpedia.org/resource/Columbia_Law_School	Columbia Law School	Columbia University	11520	2004	17,4%
27	http://dbpedia.org/resource/Johns_Hopkins_Bloomberg_School_of_Public_Health	Bloomberg School of Public Health	Johns Hopkins University	12364	2148	17,4%
27	http://dbpedia.org/resource/Johns_Hopkins_Bloomberg_School_of_Public_Health	Johns Hopkins Bloomberg School of Public Health	Johns Hopkins University	12364	2148	17,4%
27	http://dbpedia.org/resource/Johns_Hopkins_School_of_Medicine	Johns Hopkins School of Medicine	Johns Hopkins University	12364	2148	17,4%
27	http://dbpedia.org/resource/Johns_Hopkins_Bloomberg_School_of_Public_Health	Johns Hopkins School of Public Health	Johns Hopkins University	12364	2148	17,4%
27	http://dbpedia.org/resource/Johns_Hopkins_Hospital	Johns Hopkins University School of Medicine	Johns Hopkins University	12364	2148	17,4%
27	http://dbpedia.org/resource/University_of_California	Universities of California	Johns Hopkins University	12364	2148	17,4%
27	http://dbpedia.org/resource/University_of_California,_Berkeley	University of California	Johns Hopkins University	12364	2148	17,4%
28	http://dbpedia.org/resource/Washington_University_School_of_Medicine	Washington University School of Medicine	Washington University, St. Louis	8312	1437	17,3%
32	http://dbpedia.org/resource/Cornell_College	Cornell College	Cornell University	11130	1876	16,9%
35	http://dbpedia.org/resource/Courant_Institute_of_Mathematical_Sciences	Courant Institute	New York University	7493	1229	16,4%
35	http://dbpedia.org/resource/Courant_Institute_of_Mathematical_Sciences	Courant Institute of Mathematical Sciences	New York University	7493	1229	16,4%
35	http://dbpedia.org/resource/New_York_University_School_of_Medicine	New York University School of Medicine	New York University	7493	1229	16,4%
35	http://dbpedia.org/resource/New_York_University_Stern_School_of_Business	Stern School of Business	New York University	7493	1229	16,4%
36	http://dbpedia.org/resource/Catherine_of_Alexandria	Mount Sinai	Icahn School of Medicine, Mount Sinai	3492	569	16,3%
36	http://dbpedia.org/resource/Mount_Sinai_School_of_Medicine	Mount Sinai Medical School	Icahn School of Medicine, Mount Sinai	3492	569	16,3%
36	http://dbpedia.org/resource/Mount_Sinai_School_of_Medicine	Mount Sinai School of Medicine	Icahn School of Medicine, Mount Sinai	3492	569	16,3%
37	http://dbpedia.org/resource/Boston_University_School_of_Medicine	Boston University School of Medicine	Boston University	5963	960	16,1%
37	http://dbpedia.org/resource/University_of_Massachusetts_Amherst	Massachusetts University	Boston University	5963	960	16,1%
37	http://dbpedia.org/resource/University_of_Massachusetts_Amherst	University of Massachusetts	Boston University	5963	960	16,1%
37	http://dbpedia.org/resource/University_of_Massachusetts_Boston	University of Massachusetts Boston	Boston University	5963	960	16,1%
43	http://dbpedia.org/resource/McCombs_School_of_Business	McCombs School of Business	University of Texas at Austin	8033	1271	15,8%
45	http://dbpedia.org/resource/Columbia_University	King's College	King's College London	6228	962	15,4%
45	http://dbpedia.org/resource/King's_College_London	King's College London	King's College London	6228	962	15,4%
45	http://dbpedia.org/resource/King's_College_London	King's College London	King's College London	6228	962	15,4%
48	http://dbpedia.org/resource/Amherst_College	Amherst College	University of Massachusetts Amherst	3255	496	15,2%
66	http://dbpedia.org/resource/University_of_Pittsburgh_Medical_Center	University of Pittsburgh Medical Center	University of Pittsburgh	10902	1571	14,4%
67	http://dbpedia.org/resource/ETH_Zurich	University of Zurich	University of Zurich	6818	979	14,4%
78	http://dbpedia.org/resource/York_University	University of York	University of York	2567	359	14,0%
81	http://dbpedia.org/resource/Centrum_Wiskunde_&_Informatica	Centrum Wiskunde & Informatica	University of Amsterdam	7037	982	14,0%
85	http://dbpedia.org/resource/Rotterdam_School_of_Management	Rotterdam School of Management	Erasmus University Rotterdam	6346	879	13,9%
87	http://dbpedia.org/resource/Rotman_School_of_Management	Rotman School of Management	University of Toronto	19083	2640	13,8%
132	http://dbpedia.org/resource/Indiana_University	Indiana University	Indiana University, Bloomington	3577	452	12,6%
171	http://dbpedia.org/resource/Mines_ParisTech	Ecole des Mines de Paris	École Polytechnique	1513	181	11,9%
171	http://dbpedia.org/resource/ETH_Zurich	Ecole Polytechnique	École Polytechnique	1513	181	11,9%
205	http://dbpedia.org/resource/University_College_Cork	National University of Ireland	National University of Ireland, Galway	1442	166	11,5%
248	http://dbpedia.org/resource/University_of_Lyon	Lyon University	University Claude Bernard Lyon I	4418	482	10,9%
292	http://dbpedia.org/resource/Queen's_University_Belfast	Queens University of Belfast	Queen's University Belfast	2773	283	10,2%
324	http://dbpedia.org/resource/Queen's_University	Queen's University	Queen's University	3494	345	9,9%
324	http://dbpedia.org/resource/Queen's_University	Queen's University Canada	Queen's University	3494	345	9,9%
324	http://dbpedia.org/resource/Queen's_University	Queens University	Queen's University	3494	345	9,9%
407	http://dbpedia.org/resource/Technion	Technion - Israel Institute of Technology	Technion - Israel Institute of Technology	4469	398	8,9%
436	http://dbpedia.org/resource/University_of_Porto	Porto University	University of Porto	4450	379	8,5%
436	http://dbpedia.org/resource/University_of_Porto	Universidade do Porto	University of Porto	4450	379	8,5%
436	http://dbpedia.org/resource/University_of_Puerto_Rico	University of Porto	University of Porto	4450	379	8,5%
507	http://dbpedia.org/resource/University_of_Lisbon	Lisbon University	University of Lisbon	5252	399	7,6%
507	http://dbpedia.org/resource/University_of_Lisbon	Universidade de Lisboa	University of Lisbon	5252	399	7,6%
507	http://dbpedia.org/resource/University_of_Coimbra	University of Lisbon	University of Lisbon	5252	399	7,6%
509	http://dbpedia.org/resource/University_of_North_Carolina_at_Chapel_Hill	University of North Carolina	University of North Carolina, Charlotte	1045	79	7,6%
741	http://dbpedia.org/resource/Adam_Mickiewicz_University_in_Poznan	Adam Mickiewicz University	Adam Mickiewicz University, Pozna_	1516	53	3,5%
246	http://dbpedia.org/resource/Belgian_Institute_for_Space_Aeronomy	INSTITUT D'AERONOMIE SPATIALE DE BELGIQUE	University of Antwerp	2436	266	10,9%
151	http://dbpedia.org/resource/IMEC	INTERUNIVERSITAIR MICRO-ELECTRONICACENTRUM IMEC VZW	Université Catholique de Louvain	2817	345	12,2%
246	http://dbpedia.org/resource/Flanders_Marine_Institute	VLAAMS INSTITUUT VOOR DE ZEE VZW	University of Antwerp	2436	266	10,9%
246	http://dbpedia.org/resource/Flemish_Institute_for_Technological_Research	VLAAMSE INSTELLING VOOR TECHNOLOGISCH ONDERZOEK N.V.	University of Antwerp	2436	266	10,9%
200	http://dbpedia.org/resource/Alfred_Wegener_Institute_for_Polar_and_Marine_Research	ALFRED-WEGENER-INSTITUT HELMHOLTZ- ZENTRUM FUER POLAR- UND MEERESFORSCHUNG	Humboldt University of Berlin	6416	740	11,5%
111	http://dbpedia.org/resource/German_Research_Centre_for_Artificial_Intelligence	DEUTSCHES FORSCHUNGSZENTRUM FUER KUENSTLICHE INTELLIGENZ GMBH	Ludwig Maximilian University of Munich	7081	928	13,1%
152	http://dbpedia.org/resource/German_Aerospace_Center	DEUTSCHES ZENTRUM FUER LUFT - UND RAUMFAHRT EV	University of Regensburg	2700	330	12,2%
280	http://dbpedia.org/resource/Forschungszentrum_J%C3%BClich	FORSCHUNGSZENTRUM JUELICH GMBH	Universität Potsdam	1251	130	10,4%
280	http://dbpedia.org/resource/Fraunhofer_Society	FRAUNHOFER-GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E.V	Universität Potsdam	1251	130	10,4%
200	http://dbpedia.org/resource/Helmholtz_Centre_for_Environmental_Research	HELMHOLTZ-ZENTRUM FUER UMWELTFORSCHUNG GMBH - UFZ	Humboldt University of Berlin	6416	740	11,5%
71	http://dbpedia.org/resource/Max_Planck_Society	MAX PLANCK GESELLSCHAFT ZUR FOERDERUNG DER WISSENSCHAFTEN E.V.	Technische Universität München	5733	811	14,2%
476	http://dbpedia.org/resource/Steinbeis_Foundation	STEINBEIS INNOVATION GGMBH	Technische Universität Dortmund	1370	111	8,1%
200	http://dbpedia.org/resource/DESY	STIFTUNG DEUTSCHES ELEKTRONEN-SYNCHROTRON DESY	Humboldt University of Berlin	6416	740	11,5%
222	http://dbpedia.org/resource/Zentrum_f%C3%BCr_Europ%C3%A4ische_Wirtschaftsforschung	ZENTRUM FUER EUROPAEISCHE WIRTSCHAFTSFORSCHUNG GmbH	Johannes Gutenberg Univ Mainz	3311	372	11,2%
180	http://dbpedia.org/resource/Spanish_National_Research_Council	AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS	Rovira i Virgili University 	1360	160	11,8%
534	http://dbpedia.org/resource/Ikerbasque	BCBL BASQUE CENTER ON COGNITION BRAIN AND LANGUAGE	University of the Basque Country	2760	202	7,3%
401	http://dbpedia.org/resource/Finnish_Meteorological_Institute	ILMATIETEEN LAITOS	University of Vigo	1781	160	9,0%
263	http://dbpedia.org/resource/Institut_National_de_la_Recherche_Agronomique	INSTITUT NATIONAL DE LA RECHERCHE AGRONOMIQUE	University of Burgundy	1445	153	10,6%
401	http://dbpedia.org/resource/Finnish_Environment_Institute	SUOMEN YMPARISTOKESKUS	University of Vigo	1781	160	9,0%
348	http://dbpedia.org/resource/VTT_Technical_Research_Centre_of_Finland	TEKNOLOGIAN TUTKIMUSKESKUS VTT	Aalto University	2443	235	9,6%
348	http://dbpedia.org/resource/VTT_Technical_Research_Centre_of_Finland	Teknologian tutkimuskeskus VTT Oy	Aalto University	2443	235	9,6%
348	http://dbpedia.org/resource/National_Institute_for_Health_and_Welfare_(Finland)	TERVEYDEN JA HYVINVOINNIN LAITOS	Aalto University	2443	235	9,6%
139	http://dbpedia.org/resource/CNES	CENTRE NATIONAL D'ETUDES SPATIALES - CNES	Joseph Fourier University	4074	510	12,5%
86	http://dbpedia.org/resource/French_National_Centre_for_Scientific_Research	CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE	Paris Descartes University	3482	482	13,8%
263	http://dbpedia.org/resource/IFREMER	INSTITUT FRANCAIS DE RECHERCHE POUR L'EXPLOITATION DE LA MER	University of Burgundy	1445	153	10,6%
91	http://dbpedia.org/resource/French_Institute_of_Health_and_Medical_Research	INSTITUT NATIONAL DE LA SANTE ET DE LA RECHERCHE MEDICALE (INSERM)	Paris Diderot University	3793	513	13,5%
171	http://dbpedia.org/resource/National_Institute_for_Research_in_Computer_Science_and_Control	INSTITUT NATIONAL DE RECHERCHE EN INFORMATIQUE ET EN AUTOMATIQUE	École Polytechnique	1513	181	11,9%
91	http://dbpedia.org/resource/Pasteur_Institute	INSTITUT PASTEUR	Paris Diderot University	3793	513	13,5%
115	http://dbpedia.org/resource/Von_Karman_Institute_for_Fluid_Dynamics_(VKI)	INSTITUT VON KARMAN DE DYNAMIQUE DES FLUIDES	Katholieke Universiteit Leuven	7851	1020	13,0%
157	http://dbpedia.org/resource/Office_National_d'Ìätudes_et_de_Recherches_AÌ©rospatiales	OFFICE NATIONAL D'ETUDES ET DE RECHERCHES AEROSPATIALES	University of Bordeaux I	1799	218	12,1%
400	http://dbpedia.org/resource/National_Hellenic_Research_Foundation	ETHNIKO IDRYMA EREVNON	Charles III University of Madrid	1204	108	9,0%
400	http://dbpedia.org/resource/Foundation_for_Research_%26_Technology_%E2%80%93_Hellas	ETHNIKO KENTRO EREVNAS KAI TECHNOLOGIKIS ANAPTYXIS	Charles III University of Madrid	1204	108	9,0%
400	http://dbpedia.org/resource/Foundation_for_Research_%26_Technology_%E2%80%93_Hellas	FOUNDATION FOR RESEARCH AND TECHNOLOGY HELLAS	Charles III University of Madrid	1204	108	9,0%
400	http://dbpedia.org/resource/National_Centre_of_Scientific_Research_%22Demokritos%22	"NATIONAL CENTER FOR SCIENTIFIC RESEARCH ""DEMOKRITOS"""	Charles III University of Madrid	1204	108	9,0%
139	http://dbpedia.org/resource/Commissariat_%C3%A0_l%27%C3%A9nergie_atomique_et_aux_%C3%A9nergies_alternatives	COMMISSARIAT A L ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES	Joseph Fourier University	4074	510	12,5%
40	http://dbpedia.org/resource/European_Molecular_Biology_Laboratory	EUROPEAN MOLECULAR BIOLOGY LABORATORY	Boston College	1051	169	16,0%
40	http://dbpedia.org/resource/CERN	EUROPEAN ORGANIZATION FOR NUCLEAR RESEARCH	Boston College	1051	169	16,0%
200	http://dbpedia.org/resource/ENEA_%28Italy%29	AGENZIA NAZIONALE PER LE NUOVE TECNOLOGIE, L'ENERGIA E LO SVILUPPO ECONOMICO SOSTENIBILE	Humboldt University of Berlin	6416	740	11,5%
193	http://dbpedia.org/resource/Consiglio_Nazionale_delle_Ricerche	CONSIGLIO NAZIONALE DELLE RICERCHE	University of Trento	1360	158	11,6%
200	http://dbpedia.org/resource/Istituto_Italiano_di_Tecnologia	FONDAZIONE ISTITUTO ITALIANO DI TECNOLOGIA	Humboldt University of Berlin	6416	740	11,5%
200	http://dbpedia.org/resource/ICFO_%E2%80%93_The_Institute_of_Photonic_Sciences	FUNDACIO INSTITUT DE CIENCIES FOTONIQUES	Humboldt University of Berlin	6416	740	11,5%
200	http://dbpedia.org/resource/Istituto_Nazionale_di_Fisica_Nucleare	ISTITUTO NAZIONALE DI FISICA NUCLEARE	Humboldt University of Berlin	6416	740	11,5%
200	http://dbpedia.org/resource/Istituto_Superiore_di_SanitÌÊ	ISTITUTO SUPERIORE DI SANITA	Humboldt University of Berlin	6416	740	11,5%
200	http://dbpedia.org/resource/Istituto_Superiore_Mario_Boella	ISTITUTO SUPERIORE MARIO BOELLA SULLE TECNOLOGIE DELL'INFORMAZIONE E DELLE TELECOMUNICAZIONI	Humboldt University of Berlin	6416	740	11,5%
53	http://dbpedia.org/resource/Royal_Netherlands_Academy_of_Arts_and_Sciences	KONINKLIJKE NEDERLANDSE AKADEMIE VAN WETENSCHAPPEN - KNAW	Leiden University	5771	857	14,8%
148	http://dbpedia.org/resource/Netherlands_Organisation_for_Applied_Scientific_Research	NEDERLANDSE ORGANISATIE VOOR TOEGEPAST NATUURWETENSCHAPPELIJK ONDERZOEK - TNO	Delft University of Technology	4087	503	12,3%
317	http://dbpedia.org/resource/Norwegian_Institute_of_Marine_Research	HAVFORSKNINGSINSTITUTTET	University of Oslo	5948	592	9,9%
422	http://dbpedia.org/resource/Austrian_Institute_of_Technology	AIT Austrian Institute of Technology GmbH	Technical University of Graz	1048	91	8,7%
422	http://dbpedia.org/resource/Joanneum_Research	JOANNEUM RESEARCH FORSCHUNGSGESELLSCHAFT MBH	Technical University of Graz	1048	91	8,7%
242	http://dbpedia.org/resource/Austrian_Academy_of_Sciences	OESTERREICHISCHE AKADEMIE DER WISSENSCHAFTEN	University of Vienna	3226	354	11,0%
436	http://dbpedia.org/resource/INESC_Porto	INESC PORTO - INSTITUTO DE ENGENHARIA DE SISTEMAS E COMPUTADORES DO PORTO	University of Porto	4450	379	8,5%
544	http://dbpedia.org/resource/Geological_Survey_of_Slovenia	GEOLOSKI ZAVOD SLOVENIJE	University of Ljubljana	3250	233	7,2%
290	http://dbpedia.org/resource/Research_Institutes_of_Sweden_%28RISE%29	SWEREA IVF AB	University of Florida	11022	1129	10,2%
400	http://dbpedia.org/resource/Swiss_Center_for_Electronics_and_Microtechnology	CSEM CENTRE SUISSE D'ELECTRONIQUE ET DE MICROTECHNIQUE SA - RECHERCHE ET DEVELOPPEMENT	Charles III University of Madrid	1204	108	9,0%
534	http://dbpedia.org/resource/Ikerlan	IKERLAN S.COOP.	University of the Basque Country	2760	202	7,3%
544	http://dbpedia.org/resource/JoÅ_ef_Stefan_Institute	INSTITUT JOZEF STEFAN	University of Ljubljana	3250	233	7,2%
476	http://dbpedia.org/resource/OFFIS	OFFIS EV	Technische Universität Dortmund	1370	111	8,1%
317	http://dbpedia.org/resource/Simula_Research_Laboratory	SIMULA RESEARCH LABORATORY AS	University of Oslo	5948	592	9,9%
377	http://dbpedia.org/resource/SINTEF	STIFTELSEN SINTEF	University of Bergen	3079	287	9,3%
300	http://dbpedia.org/resource/Teagasc	TEAGASC - AGRICULTURE AND FOOD DEVELOPMENT AUTHORITY	University of Nevada, Reno	1333	135	10,1%
115	http://dbpedia.org/resource/Vlaams_Instituut_voor_Biotechnologie	VIB (vlaams instuut voor biotech)	Katholieke Universiteit Leuven	7851	1020	13,0%
